,City,Latitude,Longitude,Max_Temp,Humidity,Cloudiness,Description,Wind_Speed,Country,Date
261,sokoni,-6.43,39.55,27.0,78,75,broken clouds,5.7,TZ,2020-05-10 02:30:14
262,orapa,-21.28,25.37,13.03000000000003,79,0,clear sky,4.5,BW,2020-05-10 02:30:53
263,naze,28.37,129.48,23.0,100,75,light intensity shower rain,5.1,JP,2020-05-10 02:30:53
264,kalangala,-0.31,32.23,22.680000000000007,78,100,moderate rain,7.15,UG,2020-05-10 02:30:54
265,olafsvik,64.89,-23.71,3.2700000000000387,73,0,clear sky,4.73,IS,2020-05-10 02:30:55
266,katsuura,35.13,140.3,20.560000000000002,94,94,overcast clouds,2.24,JP,2020-05-10 02:30:55
267,ornskoldsvik,63.29,18.72,0.0,94,100,light rain,1.0,SE,2020-05-10 02:30:55
268,bowral,-34.47,150.42,17.220000000000027,38,0,clear sky,3.58,AU,2020-05-10 02:30:56
269,bengkulu,-3.8,102.27,27.610000000000014,76,49,scattered clouds,1.26,ID,2020-05-10 02:30:56
270,palmer,42.16,-72.33,3.0,47,20,few clouds,7.2,US,2020-05-10 02:30:57
271,zorritos,-3.68,-80.68,25.54000000000002,73,84,broken clouds,4.01,PE,2020-05-10 02:30:57
272,taoudenni,22.68,-3.98,33.26000000000005,11,0,clear sky,5.17,ML,2020-05-10 02:30:57
273,mocuba,-16.84,36.99,17.730000000000018,98,31,scattered clouds,1.9,MZ,2020-05-10 02:30:58
274,nenjiang,49.18,125.22,18.100000000000023,42,97,overcast clouds,3.47,CN,2020-05-10 02:30:58
275,cefalu,38.04,14.02,18.33000000000004,63,100,overcast clouds,2.24,IT,2020-05-10 02:30:59
276,qiyang,26.59,111.85,23.82000000000005,62,79,broken clouds,2.34,CN,2020-05-10 02:30:59
277,kushnarenkovo,55.1,55.35,13.890000000000043,76,40,scattered clouds,3.0,RU,2020-05-10 02:31:00
278,ambilobe,-13.2,49.05,21.450000000000045,87,29,scattered clouds,1.91,MG,2020-05-10 02:31:00
279,nishihara,26.18,127.76,28.0,69,40,scattered clouds,3.6,JP,2020-05-10 02:31:00
280,kavieng,-2.57,150.8,30.360000000000014,71,80,broken clouds,4.74,PG,2020-05-10 02:26:33
281,bairiki,1.33,172.98,31.0,70,20,few clouds,2.1,KI,2020-05-10 02:30:01
282,nemuro,43.32,145.57,11.0,76,100,light intensity shower rain,5.1,JP,2020-05-10 02:31:02
283,terekli-mekteb,44.17,45.87,11.300000000000011,82,100,light rain,3.39,RU,2020-05-10 02:31:02
284,safaga,26.73,33.94,22.0,53,0,clear sky,4.6,EG,2020-05-10 02:31:02
285,bethel,41.37,-73.41,1.1100000000000136,74,1,clear sky,3.6,US,2020-05-10 02:31:03
286,los llanos de aridane,28.66,-17.92,20.0,72,18,few clouds,7.2,ES,2020-05-10 02:31:03
287,jiazi,22.88,116.07,31.200000000000045,65,66,broken clouds,5.32,CN,2020-05-10 02:31:04
288,muscatine,41.47,-91.13,14.0,41,1,clear sky,4.1,US,2020-05-10 02:31:04
289,baduria,22.74,88.79,29.0,100,20,haze,2.1,IN,2020-05-10 02:31:04
290,alofi,-19.06,-169.92,29.0,74,100,overcast clouds,4.6,NU,2020-05-10 02:31:05
291,mayskiy,47.69,40.1,8.0,87,20,few clouds,3.0,RU,2020-05-10 02:31:05
292,rosario do sul,-30.26,-54.91,12.480000000000018,75,0,clear sky,3.1,BR,2020-05-10 02:31:06
293,winnemucca,40.97,-117.74,27.0,6,1,clear sky,3.1,US,2020-05-10 02:31:06
294,terrace,54.52,-128.6,25.0,17,75,broken clouds,3.1,CA,2020-05-10 02:31:07
295,guanay,-15.5,-67.88,18.670000000000016,81,100,overcast clouds,0.44,BO,2020-05-10 02:31:07
296,eureka,40.8,-124.16,14.439999999999998,78,100,overcast clouds,0.45,US,2020-05-10 02:31:08
297,helong,42.54,129.0,19.120000000000005,44,99,overcast clouds,4.13,CN,2020-05-10 02:31:08
298,ilulissat,69.22,-51.1,-1.0,92,100,overcast clouds,1.0,GL,2020-05-10 02:31:08
299,graaff-reinet,-32.25,24.53,16.55000000000001,29,0,clear sky,3.4,ZA,2020-05-10 02:31:09
300,pacifica,37.61,-122.49,15.0,71,40,scattered clouds,8.7,US,2020-05-10 02:27:37
301,cuamba,-14.8,36.54,15.53000000000003,95,18,few clouds,2.26,MZ,2020-05-10 02:31:10
302,carballo,43.21,-8.69,13.330000000000041,86,51,broken clouds,1.58,ES,2020-05-10 02:31:11
303,livingstone,-17.84,25.85,12.660000000000025,70,0,clear sky,2.96,ZM,2020-05-10 02:31:11
304,mumford,5.26,-0.76,26.850000000000023,89,43,scattered clouds,4.32,GH,2020-05-10 02:31:11
305,salsk,46.47,41.54,7.890000000000043,83,3,clear sky,5.12,RU,2020-05-10 02:31:12
306,shymkent,42.3,69.6,19.0,68,40,scattered clouds,4.0,KZ,2020-05-10 02:27:53
307,mingyue,43.11,128.92,19.77000000000004,42,72,broken clouds,4.05,CN,2020-05-10 02:31:12
308,asyut,27.18,31.18,18.0,48,0,clear sky,5.1,EG,2020-05-10 02:27:43
309,castro,-42.47,-73.77,10.0,81,75,broken clouds,3.6,CL,2020-05-10 02:31:13
310,nizhniy tsasuchey,50.52,115.13,11.520000000000039,36,66,broken clouds,8.3,RU,2020-05-10 02:31:14
311,aripuana,-9.17,-60.63,23.29000000000002,89,2,clear sky,0.37,BR,2020-05-10 02:31:14
312,kenai,60.55,-151.26,18.0,36,1,clear sky,7.7,US,2020-05-10 02:31:14
313,port lincoln,-34.73,135.87,16.360000000000014,53,2,clear sky,3.73,AU,2020-05-10 02:31:15
314,bellevue,47.61,-122.2,27.220000000000027,26,1,clear sky,2.1,US,2020-05-10 02:25:40
315,belaya kholunitsa,58.84,50.85,15.340000000000032,66,5,clear sky,2.39,RU,2020-05-10 02:31:54
316,rathenow,52.61,12.34,12.220000000000027,76,5,clear sky,2.5,DE,2020-05-10 02:31:55
317,labuan,5.28,115.24,30.0,84,75,broken clouds,1.0,MY,2020-05-10 02:31:55
318,hami,42.8,93.45,18.840000000000032,23,0,clear sky,1.14,CN,2020-05-10 02:31:56
319,pevek,69.7,170.31,2.980000000000018,75,100,overcast clouds,6.79,RU,2020-05-10 02:27:23
320,spokane,47.62,-117.37,23.0,23,1,clear sky,3.1,US,2020-05-10 02:22:00
321,pimentel,-6.84,-79.93,22.0,73,1,clear sky,7.7,PE,2020-05-10 02:31:57
322,humaita,-7.51,-63.02,23.80000000000001,89,2,clear sky,0.48,BR,2020-05-10 02:31:57
323,cochrane,51.18,-114.47,6.670000000000016,75,90,overcast clouds,3.6,CA,2020-05-10 02:30:38
324,mount gambier,-37.83,140.77,14.0,76,40,scattered clouds,6.2,AU,2020-05-10 02:31:58
325,juegang,32.32,121.19,20.0,77,1,clear sky,0.45,CN,2020-05-10 02:31:59
326,camacha,33.08,-16.33,17.0,88,75,broken clouds,7.2,PT,2020-05-10 02:31:59
327,gao,16.64,1.64,27.620000000000005,13,0,clear sky,1.79,ML,2020-05-10 02:31:59
328,vostok,46.49,135.88,8.100000000000023,89,100,moderate rain,1.81,RU,2020-05-10 02:27:36
329,caucasia,7.99,-75.19,26.32000000000005,93,100,moderate rain,3.0,CO,2020-05-10 02:28:27
330,vardo,70.37,31.11,0.10000000000002274,97,100,light snow,2.81,NO,2020-05-10 02:27:08
331,papetoai,-17.5,-149.87,30.0,66,3,clear sky,2.6,PF,2020-05-10 02:32:01
332,victor harbor,-35.57,138.62,13.890000000000043,84,28,scattered clouds,4.13,AU,2020-05-10 02:32:01
333,brewster,41.4,-73.62,2.2200000000000273,74,1,clear sky,3.6,US,2020-05-10 02:32:02
334,zhenhai,24.26,118.09,32.0,75,100,light rain,3.0,CN,2020-05-10 02:32:02
335,sidhi,24.42,81.88,35.44,14,0,clear sky,1.62,IN,2020-05-10 02:32:02
336,puerto escondido,15.85,-97.07,28.920000000000016,71,0,light rain,2.2,MX,2020-05-10 02:32:03
337,kazanskaya,45.41,40.44,7.220000000000027,87,81,broken clouds,4.97,RU,2020-05-10 02:32:03
338,giddalur,15.35,78.92,31.660000000000025,45,80,broken clouds,1.64,IN,2020-05-10 02:32:04
339,mokhsogollokh,61.47,128.92,5.830000000000041,56,5,clear sky,1.97,RU,2020-05-10 02:32:04
340,aksha,50.28,113.29,11.680000000000007,38,0,clear sky,7.35,RU,2020-05-10 02:32:04
341,norman,35.22,-97.44,17.220000000000027,55,1,clear sky,3.1,US,2020-05-10 02:27:50
342,manokwari,-0.87,134.08,29.77000000000004,72,85,light rain,2.68,ID,2020-05-10 02:32:05
343,takoradi,4.88,-1.76,26.810000000000002,89,98,overcast clouds,3.9,GH,2020-05-10 02:29:56
344,segezha,63.74,34.32,1.400000000000034,89,61,broken clouds,3.51,RU,2020-05-10 02:32:06
345,wodonga,-36.12,146.88,11.0,62,40,scattered clouds,4.1,AU,2020-05-10 02:30:39
346,gizo,-8.1,156.84,28.99000000000001,80,63,moderate rain,5.95,SB,2020-05-10 02:32:07
347,ayan,56.45,138.17,4.770000000000039,66,9,clear sky,4.28,RU,2020-05-10 02:32:08
348,kumphawapi,17.11,103.01,31.0,58,20,few clouds,1.0,TH,2020-05-10 02:32:08
349,kysyl-syr,63.9,122.76,2.1100000000000136,84,0,clear sky,3.53,RU,2020-05-10 02:32:08
350,arlit,18.74,7.39,28.05000000000001,12,0,clear sky,3.28,NE,2020-05-10 02:32:09
351,isangel,-19.55,169.27,29.0,62,75,broken clouds,2.6,VU,2020-05-10 02:27:18
352,chiradzulu,-15.67,35.14,13.510000000000048,100,76,broken clouds,3.26,MW,2020-05-10 02:32:10
353,calabozo,8.92,-67.43,27.700000000000045,61,58,broken clouds,0.73,VE,2020-05-10 02:32:10
354,upernavik,72.79,-56.15,-8.370000000000005,94,100,overcast clouds,5.14,GL,2020-05-10 02:28:09
355,wasilla,61.58,-149.44,22.0,26,1,clear sky,2.1,US,2020-05-10 02:29:49
356,fairbanks,64.84,-147.72,23.0,20,1,clear sky,2.16,US,2020-05-10 02:32:11
357,sinnamary,5.38,-52.95,25.620000000000005,88,61,moderate rain,5.13,GF,2020-05-10 02:32:12
358,altay,47.87,88.12,16.700000000000045,27,0,clear sky,3.18,CN,2020-05-10 02:32:12
359,levashovo,60.1,30.21,5.0,56,57,broken clouds,2.0,RU,2020-05-10 02:32:13
360,mayumba,-3.43,10.66,25.939999999999998,88,92,light rain,1.2,GA,2020-05-10 02:32:13
361,ternate,0.8,127.4,29.810000000000002,70,14,few clouds,3.47,ID,2020-05-10 02:32:13
362,high level,58.52,-117.14,8.0,45,75,broken clouds,1.5,CA,2020-05-10 02:32:14
363,ossora,59.24,163.07,2.2800000000000296,91,100,overcast clouds,4.36,RU,2020-05-10 02:32:14
364,pio xii,-3.83,-45.15,24.340000000000032,90,97,overcast clouds,0.95,BR,2020-05-10 02:32:15
365,urusha,54.05,122.9,10.870000000000005,38,43,scattered clouds,3.17,RU,2020-05-10 02:32:15
366,cockburn town,21.46,-71.14,27.140000000000043,85,0,clear sky,7.52,TC,2020-05-10 02:32:15
367,sabha,27.04,14.43,24.620000000000005,19,0,clear sky,5.14,LY,2020-05-10 02:32:16
368,vestmannaeyjar,63.44,-20.27,2.75,87,79,broken clouds,4.6,IS,2020-05-10 02:27:41
369,ozinki,51.18,49.68,10.550000000000011,76,0,clear sky,6.33,RU,2020-05-10 02:32:17
370,fort dix,40.03,-74.62,6.0,38,1,clear sky,7.7,US,2020-05-10 02:32:56
371,paita,-5.09,-81.11,21.760000000000048,82,0,clear sky,6.32,PE,2020-05-10 02:32:56
372,rancho palos verdes,33.74,-118.39,18.33000000000004,88,1,clear sky,1.34,US,2020-05-10 02:32:57
373,mamakan,57.82,114.0,3.0500000000000114,86,100,snow,2.38,RU,2020-05-10 02:32:57
374,khilok,51.37,110.47,10.129999999999995,47,65,broken clouds,7.13,RU,2020-05-10 02:32:57
375,solnechnyy,50.72,136.63,17.629999999999995,30,27,scattered clouds,3.74,RU,2020-05-10 02:32:58
376,ures,29.43,-110.4,30.0,29,1,clear sky,2.24,MX,2020-05-10 02:32:58
377,singkawang,0.9,109.0,33.410000000000025,54,6,clear sky,0.69,ID,2020-05-10 02:32:58
378,talakan,50.32,130.37,19.560000000000002,36,0,clear sky,2.91,RU,2020-05-10 02:32:59
379,atambua,-9.11,124.89,28.510000000000048,59,11,few clouds,1.27,ID,2020-05-10 02:32:59
380,wanning,18.8,110.4,31.220000000000027,67,2,clear sky,6.06,CN,2020-05-10 02:31:19
381,cartagena del chaira,1.33,-74.84,21.370000000000005,95,100,overcast clouds,0.66,CO,2020-05-10 02:33:00
382,constitucion,23.99,-104.67,18.439999999999998,41,28,scattered clouds,2.61,MX,2020-05-10 02:33:00
383,aleksandrov gay,50.15,48.57,10.230000000000018,79,0,clear sky,5.65,RU,2020-05-10 02:32:07
384,tiarei,-17.53,-149.33,30.0,66,32,scattered clouds,2.6,PF,2020-05-10 02:33:01
385,novyy urengoy,66.08,76.63,1.7200000000000273,84,87,overcast clouds,4.72,RU,2020-05-10 02:33:02
386,concarneau,47.88,-3.92,13.0,100,75,mist,1.5,FR,2020-05-10 02:33:02
387,coquimbo,-29.95,-71.34,11.0,93,0,clear sky,1.5,CL,2020-05-10 02:31:05
388,mulege,26.88,-111.98,26.04000000000002,42,0,clear sky,0.52,MX,2020-05-10 02:33:03
389,lac du bonnet,50.25,-96.06,5.0,43,93,overcast clouds,5.36,CA,2020-05-10 02:33:03
390,healesville,-37.65,145.52,12.78000000000003,63,54,broken clouds,0.45,AU,2020-05-10 02:33:04
391,hollister,36.85,-121.4,18.890000000000043,72,1,clear sky,7.2,US,2020-05-10 02:25:11
392,am timan,11.03,20.28,28.08000000000004,54,34,scattered clouds,1.58,TD,2020-05-10 02:33:05
393,pangnirtung,66.15,-65.71,-5.0,92,100,overcast clouds,4.78,CA,2020-05-10 02:33:05
394,tuatapere,-46.13,167.68,17.03000000000003,64,98,overcast clouds,3.09,NZ,2020-05-10 02:33:06
395,mezen,65.85,44.24,5.150000000000034,86,10,clear sky,3.14,RU,2020-05-10 02:33:06
396,powell river,49.85,-124.54,24.0,29,75,broken clouds,2.6,CA,2020-05-10 02:33:06
397,tautira,-17.73,-149.15,30.0,66,67,broken clouds,2.6,PF,2020-05-10 02:33:07
398,te anau,-45.42,167.72,15.129999999999995,66,96,overcast clouds,3.17,NZ,2020-05-10 02:28:17
399,horizontina,-27.63,-54.31,12.710000000000036,78,0,clear sky,2.1,BR,2020-05-10 02:33:08
400,sakakah,29.97,40.21,17.0,48,0,clear sky,2.1,SA,2020-05-10 02:33:09
401,leh,34.17,77.58,5.830000000000041,58,41,scattered clouds,1.32,IN,2020-05-10 02:33:03
402,bud,62.91,6.91,0.0,89,100,snow,1.5,NO,2020-05-10 02:33:09
403,chandbali,20.78,86.77,33.07000000000005,53,0,clear sky,4.93,IN,2020-05-10 02:33:10
404,longonjo,-12.91,15.25,14.840000000000032,72,83,broken clouds,1.08,AO,2020-05-10 02:33:11
405,truth or consequences,33.13,-107.25,24.0,23,1,clear sky,4.6,US,2020-05-10 02:33:11
406,progreso,21.28,-89.67,25.0,94,90,overcast clouds,7.7,MX,2020-05-10 02:33:11
407,udomlya,57.88,34.99,6.07000000000005,76,100,overcast clouds,2.86,RU,2020-05-10 02:32:06
408,saint-augustin,51.23,-58.65,2.090000000000032,95,100,moderate rain,8.42,CA,2020-05-10 02:29:17
409,kaeo,-35.1,173.78,19.439999999999998,13,63,broken clouds,2.68,NZ,2020-05-10 02:33:13
410,caldwell,43.66,-116.69,25.560000000000002,37,1,clear sky,2.6,US,2020-05-10 02:32:46
411,gorontalo,0.54,123.06,31.930000000000007,59,58,light rain,2.7,ID,2020-05-10 02:33:13
412,kuusamo,65.97,29.18,-6.0,92,0,clear sky,0.5,FI,2020-05-10 02:33:14
413,sambava,-14.27,50.17,24.110000000000014,83,96,light rain,6.03,MG,2020-05-10 02:33:14
414,alihe,50.57,123.72,5.080000000000041,84,100,light rain,3.78,CN,2020-05-10 02:33:14
415,khandyga,62.67,135.6,2.580000000000041,81,98,overcast clouds,2.02,RU,2020-05-10 02:33:15
416,sarangani,5.4,125.46,29.760000000000048,68,100,light rain,0.88,PH,2020-05-10 02:33:15
417,san jeronimo,29.37,-110.79,28.890000000000043,37,0,clear sky,3.58,MX,2020-05-10 02:33:16
418,menongue,-14.66,17.69,16.5,67,100,overcast clouds,1.43,AO,2020-05-10 02:33:16
419,chara,56.91,118.26,2.680000000000007,77,100,overcast clouds,1.3,RU,2020-05-10 02:32:04
420,ketchikan,55.34,-131.65,24.0,23,1,clear sky,2.6,US,2020-05-10 02:33:17
421,ostrovnoy,68.05,39.51,1.2100000000000364,96,100,light rain,3.07,RU,2020-05-10 02:33:17
422,guasdualito,7.24,-70.73,23.720000000000027,90,99,overcast clouds,0.84,VE,2020-05-10 02:33:57
423,les escoumins,48.11,-69.02,-0.48999999999995225,95,100,overcast clouds,7.54,CA,2020-05-10 02:33:57
424,calhoun,42.25,-85.0,8.0,31,90,overcast clouds,1.5,US,2020-05-10 02:32:32
425,hamilton,32.29,-64.78,22.0,78,75,broken clouds,8.2,BM,2020-05-10 02:33:58
426,daru,-9.08,143.21,28.390000000000043,79,59,light rain,7.4,PG,2020-05-10 02:33:58
427,nortelandia,-14.45,-56.8,20.510000000000048,90,0,clear sky,1.06,BR,2020-05-10 02:33:59
428,kirakira,-10.45,161.92,29.720000000000027,69,43,scattered clouds,4.61,SB,2020-05-10 02:33:59
429,medicine hat,50.05,-110.67,11.0,34,40,scattered clouds,6.7,CA,2020-05-10 02:30:51
430,georgiyevskoye,58.73,45.02,9.490000000000009,95,89,overcast clouds,3.94,RU,2020-05-10 02:34:00
431,eyl,7.98,49.82,27.99000000000001,73,91,overcast clouds,0.8,SO,2020-05-10 02:34:00
432,iqaluit,63.75,-68.51,1.0,69,90,light snow,6.2,CA,2020-05-10 02:34:00
433,alappuzha,9.49,76.33,29.129999999999995,83,100,overcast clouds,2.25,IN,2020-05-10 02:34:01
434,tilichiki,60.47,166.1,0.6000000000000227,100,100,overcast clouds,3.01,RU,2020-05-10 02:33:03
435,buta,2.79,24.73,20.410000000000025,98,99,overcast clouds,0.44,CD,2020-05-10 02:34:02
436,el tigre,8.89,-64.25,26.390000000000043,64,60,broken clouds,7.26,VE,2020-05-10 02:34:02
437,nouadhibou,20.93,-17.03,19.260000000000048,80,100,overcast clouds,10.18,MR,2020-05-10 02:34:02
438,skelleftea,64.75,20.95,2.0,92,100,moderate rain,3.6,SE,2020-05-10 02:34:03
439,san ramon,-13.28,-64.72,20.600000000000023,77,48,scattered clouds,0.67,BO,2020-05-10 02:34:03
440,innisfail,-17.53,146.03,25.560000000000002,57,12,light rain,3.13,AU,2020-05-10 02:30:33
441,sorkjosen,69.8,20.93,-3.659999999999968,87,6,clear sky,5.26,NO,2020-05-10 02:34:04
442,manggar,-2.88,108.27,29.939999999999998,69,69,broken clouds,3.35,ID,2020-05-10 02:34:04
443,nanning,22.82,108.32,30.0,74,20,few clouds,2.0,CN,2020-05-10 02:34:04
444,praia da vitoria,38.73,-27.07,18.0,88,75,broken clouds,11.52,PT,2020-05-10 02:34:05
445,umm lajj,25.02,37.27,22.29000000000002,37,100,overcast clouds,4.28,SA,2020-05-10 02:34:05
446,khanewal,30.3,71.93,36.53000000000003,18,24,few clouds,2.86,PK,2020-05-10 02:30:57
447,pascagoula,30.37,-88.56,15.560000000000002,87,1,clear sky,4.49,US,2020-05-10 02:33:01
448,twentynine palms,34.14,-116.05,33.89000000000004,13,1,clear sky,7.2,US,2020-05-10 02:34:06
449,dunmore east,52.15,-6.99,11.670000000000016,87,52,broken clouds,2.24,IE,2020-05-10 02:34:07
450,angoche,-16.23,39.91,22.74000000000001,84,58,broken clouds,4.53,MZ,2020-05-10 02:34:07
451,bima,-8.47,118.72,31.560000000000002,54,38,scattered clouds,1.34,ID,2020-05-10 02:34:08
452,redlands,34.06,-117.18,28.0,34,20,haze,5.1,US,2020-05-10 02:29:53
453,sorong,-0.88,131.25,30.5,72,96,overcast clouds,4.84,ID,2020-05-10 02:34:09
454,vilcun,-38.65,-72.23,12.0,93,75,light intensity shower rain,2.6,CL,2020-05-10 02:34:09
455,shingu,33.73,135.98,20.0,100,75,light intensity shower rain,4.1,JP,2020-05-10 02:31:31
456,vinh,18.67,105.67,33.48000000000002,60,25,scattered clouds,1.41,VN,2020-05-10 02:30:34
457,shache,38.42,77.24,20.189999999999998,45,39,scattered clouds,2.54,CN,2020-05-10 02:34:10
458,lingao,19.91,109.69,33.43000000000001,57,8,clear sky,1.72,CN,2020-05-10 02:34:11
459,skrunda,56.68,22.02,1.0,100,90,fog,0.5,LV,2020-05-10 02:34:11
460,santa cruz,10.26,-85.59,28.470000000000027,71,100,overcast clouds,0.89,CR,2020-05-10 02:34:11
461,natal,-5.79,-35.21,23.0,94,20,few clouds,1.5,BR,2020-05-10 02:34:12
462,djibo,14.1,-1.63,33.460000000000036,30,24,few clouds,3.91,BF,2020-05-10 02:34:13
463,nurota,40.56,65.69,18.0,68,0,clear sky,5.1,UZ,2020-05-10 02:34:13
464,san pedro,-24.23,-64.87,12.0,81,0,clear sky,1.5,AR,2020-05-10 02:34:13
465,okha,53.57,142.95,8.310000000000002,55,2,clear sky,4.89,RU,2020-05-10 02:34:14
466,kendari,-3.94,122.5,31.25,56,26,scattered clouds,0.78,ID,2020-05-10 02:34:14
467,carutapera,-1.2,-46.02,24.470000000000027,93,100,moderate rain,1.81,BR,2020-05-10 02:34:14
468,vilyuysk,63.76,121.62,5.939999999999998,59,0,clear sky,4.07,RU,2020-05-10 02:34:15
469,sao joao da barra,-21.64,-41.05,20.439999999999998,65,0,clear sky,2.65,BR,2020-05-10 02:34:15
470,chifeng,42.27,118.96,17.950000000000045,27,0,clear sky,14.82,CN,2020-05-10 02:34:15
471,dawson creek,55.77,-120.24,11.0,34,1,clear sky,6.7,CA,2020-05-10 02:30:33
472,sungaipenuh,-2.08,101.38,26.670000000000016,64,59,broken clouds,1.3,ID,2020-05-10 02:34:16
473,gazanjyk,39.24,55.52,23.890000000000043,35,32,scattered clouds,8.23,TM,2020-05-10 02:34:17
474,uruzgan,32.83,66.0,20.660000000000025,22,0,clear sky,1.54,AF,2020-05-10 02:34:17
475,san juan,-31.54,-68.54,17.0,40,0,clear sky,0.92,AR,2020-05-10 02:34:17
476,plouzane,48.38,-4.62,12.0,100,98,mist,2.1,FR,2020-05-10 02:34:18
477,crystal beach,42.87,-79.06,5.0,67,89,overcast clouds,0.45,CA,2020-05-10 02:34:18
478,yilan,46.32,129.57,20.170000000000016,46,6,light rain,0.76,CN,2020-05-10 02:34:18
479,grindavik,63.84,-22.43,3.0,59,1,clear sky,0.5,IS,2020-05-10 02:34:58
480,razole,16.48,81.83,32.450000000000045,61,5,clear sky,2.97,IN,2020-05-10 02:34:58
481,haputale,6.77,80.96,21.58000000000004,83,33,scattered clouds,1.36,LK,2020-05-10 02:34:59
482,zarate,-34.1,-59.03,13.890000000000043,69,0,clear sky,0.89,AR,2020-05-10 02:34:59
483,jinchang,38.5,102.17,14.189999999999998,33,37,scattered clouds,9.51,CN,2020-05-10 02:34:59
484,turukhansk,65.82,87.98,2.2600000000000477,81,82,broken clouds,2.85,RU,2020-05-10 02:35:00
485,vanimo,-2.67,141.3,30.52000000000004,68,69,broken clouds,3.64,PG,2020-05-10 02:35:00
486,amalapuram,16.58,82.02,32.76000000000005,58,3,clear sky,2.54,IN,2020-05-10 02:35:01
487,dourbali,11.81,15.86,30.910000000000025,15,2,clear sky,2.77,TD,2020-05-10 02:35:01
488,sao miguel do araguaia,-13.28,-50.16,21.5,94,87,overcast clouds,1.89,BR,2020-05-10 02:32:00
489,gushikawa,26.35,127.87,28.0,74,1,clear sky,4.6,JP,2020-05-10 02:35:02
490,miri,4.41,114.01,32.0,79,75,broken clouds,2.6,MY,2020-05-10 02:32:06
491,bonfim,3.08,-59.95,26.32000000000005,73,7,clear sky,2.31,BR,2020-05-10 02:35:03
492,amuntai,-2.42,115.25,30.140000000000043,62,99,overcast clouds,1.03,ID,2020-05-10 02:35:03
493,ohara,35.25,140.38,20.560000000000002,88,75,light intensity shower rain,5.7,JP,2020-05-10 02:35:03
494,puerto baquerizo moreno,-0.9,-89.6,24.660000000000025,90,0,clear sky,2.99,EC,2020-05-10 02:30:09
495,san jose,16.98,-89.9,23.510000000000048,92,100,moderate rain,2.01,GT,2020-05-10 02:35:04
496,taltal,-25.4,-70.48,15.600000000000023,74,98,overcast clouds,1.75,CL,2020-05-10 02:35:05
497,pemangkat,1.17,108.97,30.52000000000004,64,5,clear sky,0.73,ID,2020-05-10 02:35:06
498,klamath falls,42.22,-121.78,26.0,21,1,clear sky,4.1,US,2020-05-10 02:30:08
499,chazuta,-6.57,-76.14,21.600000000000023,81,55,broken clouds,0.42,PE,2020-05-10 02:35:06
500,noumea,-22.28,166.46,26.110000000000014,54,20,few clouds,3.6,NC,2020-05-10 02:35:07
501,elkhart,41.58,-85.83,7.0,45,20,few clouds,2.1,US,2020-05-10 02:25:31
502,sechura,-5.56,-80.82,22.58000000000004,76,0,clear sky,6.75,PE,2020-05-10 02:35:08
503,yurga,55.72,84.89,20.430000000000007,51,34,scattered clouds,1.5,RU,2020-05-10 02:33:03
504,smithers,54.78,-127.17,21.0,19,20,few clouds,5.1,CA,2020-05-10 02:35:08
505,aquidauana,-20.47,-55.79,17.980000000000018,63,0,clear sky,2.01,BR,2020-05-10 02:35:09
506,diapaga,12.07,1.79,30.57000000000005,52,40,scattered clouds,3.18,BF,2020-05-10 02:35:09
507,tambilil,5.96,124.67,30.0,74,90,overcast clouds,2.1,PH,2020-05-10 02:35:09
508,haines junction,60.75,-137.51,18.600000000000023,33,97,overcast clouds,1.53,CA,2020-05-10 02:34:25
509,irtyshskiy,58.33,68.13,19.620000000000005,38,13,few clouds,4.18,RU,2020-05-10 02:35:10
510,fecamp,49.76,0.37,15.560000000000002,93,90,overcast clouds,1.0,FR,2020-05-10 02:35:10
511,havoysund,71.0,24.66,0.0,84,0,clear sky,6.7,NO,2020-05-10 02:35:11
512,shimoda,34.67,138.95,21.0,94,75,light intensity shower rain,11.3,JP,2020-05-10 02:35:11
513,uribia,11.71,-72.27,27.230000000000018,70,40,scattered clouds,5.7,CO,2020-05-10 02:35:12
514,trincomalee,8.57,81.23,28.920000000000016,79,85,overcast clouds,1.18,LK,2020-05-10 02:35:12
515,belyy yar,53.6,91.39,13.0,43,0,clear sky,1.81,RU,2020-05-10 02:35:12
516,muskogee,35.58,-95.33,16.0,59,1,clear sky,1.14,US,2020-05-10 02:33:31
517,thouars,46.98,-0.22,16.670000000000016,54,100,moderate rain,2.47,FR,2020-05-10 02:35:13
518,port-gentil,-0.72,8.78,27.890000000000043,80,92,overcast clouds,3.47,GA,2020-05-10 02:35:13
519,sibolga,1.74,98.78,30.510000000000048,62,98,overcast clouds,0.8,ID,2020-05-10 02:35:14
520,hirara,24.8,125.28,29.0,78,75,broken clouds,5.1,JP,2020-05-10 02:35:14
521,santa helena de goias,-17.81,-50.6,17.110000000000014,90,0,clear sky,1.24,BR,2020-05-10 02:35:14
522,tabatinga,-4.25,-69.94,25.0,100,75,broken clouds,1.5,BR,2020-05-10 02:35:15
523,karratha,-20.74,116.85,30.49000000000001,19,100,overcast clouds,10.24,AU,2020-05-10 02:35:16
524,lahad datu,5.03,118.33,33.01000000000005,57,84,broken clouds,0.67,MY,2020-05-10 02:35:16
525,beni,0.5,29.47,18.340000000000032,100,100,moderate rain,1.09,CD,2020-05-10 02:35:16
526,kamenka,51.32,42.77,7.220000000000027,94,0,clear sky,2.24,RU,2020-05-10 02:35:17
